frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
32.24,7.28,0.00,7.28,0.00,-0.00,-0.00,-0.00,7.28,7.28,7.28
32.57,7.27,0.00,7.27,0.00,-0.00,-0.00,-0.00,7.27,7.27,7.27
32.89,7.25,0.00,7.25,0.00,-0.00,-0.00,-0.00,7.25,7.25,7.25
33.22,7.24,0.00,7.24,0.00,-0.00,-0.00,-0.00,7.24,7.24,7.24
33.55,7.23,0.00,7.23,0.00,-0.00,-0.00,-0.00,7.23,7.23,7.23
33.89,7.23,0.00,7.23,0.00,-0.00,-0.00,-0.00,7.23,7.23,7.23
34.23,7.22,0.00,7.23,0.00,-0.00,-0.00,-0.00,7.22,7.23,7.22
34.57,7.22,0.00,7.22,0.00,-0.00,-0.00,-0.00,7.22,7.22,7.22
34.92,7.21,0.00,7.21,0.00,-0.00,-0.00,-0.00,7.21,7.21,7.21
35.27,7.19,0.00,7.19,0.00,-0.00,-0.00,-0.00,7.19,7.19,7.19
35.62,7.16,0.00,7.15,0.00,-0.00,-0.00,-0.00,7.16,7.15,7.16
35.97,7.11,0.00,7.11,0.00,-0.00,-0.00,-0.00,7.11,7.11,7.11
36.33,7.06,0.00,7.07,0.00,-0.00,-0.00,-0.00,7.06,7.07,7.06
36.70,7.02,0.00,7.02,0.00,-0.00,-0.00,-0.00,7.02,7.02,7.02
37.06,6.98,0.00,6.99,0.00,-0.00,-0.00,-0.00,6.98,6.99,6.98
37.43,6.96,0.00,6.96,0.00,-0.00,-0.00,-0.00,6.96,6.96,6.96
37.81,6.93,0.00,6.93,0.00,-0.00,-0.00,-0.00,6.93,6.93,6.93
38.19,6.91,0.00,6.91,0.00,-0.00,-0.00,-0.00,6.91,6.91,6.91
38.57,6.88,0.00,6.88,0.00,-0.00,-0.00,-0.00,6.88,6.88,6.88
38.95,6.83,0.00,6.83,0.00,-0.00,-0.00,-0.00,6.83,6.83,6.83
39.34,6.78,0.00,6.78,0.00,-0.00,-0.00,-0.00,6.78,6.78,6.78
39.74,6.73,0.00,6.73,0.00,-0.00,-0.00,-0.00,6.73,6.73,6.73
40.14,6.67,0.00,6.67,0.00,-0.00,-0.00,-0.00,6.67,6.67,6.67
40.54,6.61,0.00,6.61,0.00,-0.00,-0.00,-0.00,6.61,6.61,6.61
40.94,6.56,0.00,6.56,0.00,-0.00,-0.00,-0.00,6.56,6.56,6.56
41.35,6.52,0.00,6.52,0.00,-0.00,-0.00,-0.00,6.52,6.52,6.52
41.76,6.48,0.00,6.48,0.00,-0.00,-0.00,-0.00,6.48,6.48,6.48
42.18,6.44,0.00,6.44,0.00,-0.00,-0.00,-0.00,6.44,6.44,6.44
42.60,6.41,0.00,6.41,0.00,-0.00,-0.00,-0.00,6.41,6.41,6.41
43.03,6.38,0.00,6.38,0.00,-0.00,-0.00,-0.00,6.38,6.38,6.38
43.46,6.35,0.00,6.35,0.00,-0.00,-0.00,-0.00,6.35,6.35,6.35
43.90,6.31,0.00,6.31,0.00,-0.00,-0.00,-0.00,6.31,6.31,6.31
44.33,6.28,0.00,6.28,0.00,-0.00,-0.00,-0.00,6.28,6.28,6.28
44.78,6.24,0.00,6.24,0.00,-0.00,-0.00,-0.00,6.24,6.24,6.24
45.23,6.20,0.00,6.20,0.00,-0.00,-0.00,-0.00,6.20,6.20,6.20
45.68,6.17,0.00,6.17,0.00,-0.00,-0.00,-0.00,6.17,6.17,6.17
46.13,6.13,0.00,6.13,0.00,-0.00,-0.00,-0.00,6.13,6.13,6.13
46.60,6.09,0.00,6.09,0.00,-0.00,-0.00,-0.00,6.09,6.09,6.09
47.06,6.05,0.00,6.05,0.00,-0.00,-0.00,-0.00,6.05,6.05,6.05
47.53,6.00,0.00,6.00,0.00,-0.00,-0.00,-0.00,6.00,6.00,6.00
48.01,5.95,0.00,5.96,0.00,-0.00,-0.00,-0.00,5.95,5.96,5.95
48.49,5.91,0.00,5.91,0.00,-0.00,-0.00,-0.00,5.91,5.91,5.91
48.97,5.87,0.00,5.87,0.00,-0.00,-0.00,-0.00,5.87,5.87,5.87
49.46,5.84,0.00,5.84,0.00,-0.00,-0.00,-0.00,5.84,5.84,5.84
49.96,5.80,0.00,5.80,0.00,-0.00,-0.00,-0.00,5.80,5.80,5.80
50.46,5.77,0.00,5.77,0.00,-0.00,-0.00,-0.00,5.77,5.77,5.77
50.96,5.74,0.00,5.74,0.00,-0.00,-0.00,-0.00,5.74,5.74,5.74
51.47,5.72,0.00,5.72,0.00,-0.00,-0.00,-0.00,5.72,5.72,5.72
51.99,5.69,0.00,5.69,0.00,-0.00,-0.00,-0.00,5.69,5.69,5.69
52.51,5.68,0.00,5.68,0.00,-0.00,-0.00,-0.00,5.68,5.68,5.68
53.03,5.66,0.00,5.67,0.00,-0.00,-0.00,-0.00,5.66,5.67,5.66
53.56,5.66,0.00,5.66,0.00,-0.00,-0.00,-0.00,5.66,5.66,5.66
54.10,5.65,0.00,5.65,0.00,-0.00,-0.00,-0.00,5.65,5.65,5.65
54.64,5.64,0.00,5.64,0.00,-0.00,-0.00,-0.00,5.64,5.64,5.64
55.18,5.61,0.00,5.60,0.00,-0.00,-0.00,-0.00,5.61,5.60,5.61
55.74,5.55,0.00,5.55,0.00,-0.00,-0.00,-0.00,5.55,5.55,5.55
56.29,5.47,0.00,5.47,0.00,-0.00,-0.00,-0.00,5.47,5.47,5.47
56.86,5.39,0.00,5.39,0.00,-0.00,-0.00,-0.00,5.39,5.39,5.39
57.42,5.31,0.00,5.31,0.00,-0.00,-0.00,-0.00,5.31,5.31,5.31
58.00,5.23,0.00,5.24,0.00,-0.00,-0.00,-0.00,5.23,5.24,5.23
58.58,5.17,0.00,5.17,0.00,-0.00,-0.00,-0.00,5.17,5.17,5.17
59.16,5.10,0.00,5.10,0.00,-0.00,-0.00,-0.00,5.10,5.10,5.10
59.76,5.05,0.00,5.05,0.00,-0.00,-0.00,-0.00,5.05,5.05,5.05
60.35,5.00,0.00,5.00,0.00,-0.00,-0.00,-0.00,5.00,5.00,5.00
60.96,4.96,0.00,4.96,0.00,-0.00,-0.00,-0.00,4.96,4.96,4.96
61.57,4.92,0.00,4.92,0.00,-0.00,-0.00,-0.00,4.92,4.92,4.92
62.18,4.88,0.00,4.88,0.00,-0.00,-0.00,-0.00,4.88,4.88,4.88
62.80,4.85,0.00,4.85,0.00,-0.00,-0.00,-0.00,4.85,4.85,4.85
63.43,4.82,0.00,4.82,0.00,-0.00,-0.00,-0.00,4.82,4.82,4.82
64.07,4.79,0.00,4.79,0.00,-0.00,-0.00,-0.00,4.79,4.79,4.79
64.71,4.75,0.00,4.75,0.00,-0.00,-0.00,-0.00,4.75,4.75,4.75
65.35,4.71,0.00,4.71,0.00,-0.00,-0.00,-0.00,4.71,4.71,4.71
66.01,4.67,0.00,4.66,0.00,-0.00,-0.00,-0.00,4.67,4.66,4.67
66.67,4.61,0.00,4.61,0.00,-0.00,-0.00,-0.00,4.61,4.61,4.61
67.33,4.56,0.00,4.56,0.00,-0.00,-0.00,-0.00,4.56,4.56,4.56
68.01,4.50,0.00,4.50,0.00,-0.00,-0.00,-0.00,4.50,4.50,4.50
68.69,4.45,0.00,4.45,0.00,-0.00,-0.00,-0.00,4.45,4.45,4.45
69.37,4.41,0.00,4.41,0.00,-0.00,-0.00,-0.00,4.41,4.41,4.41
70.07,4.36,0.00,4.36,0.00,-0.00,-0.00,-0.00,4.36,4.36,4.36
70.77,4.32,0.00,4.32,0.00,-0.00,-0.00,-0.00,4.32,4.32,4.32
71.48,4.28,0.00,4.28,0.00,-0.00,-0.00,-0.00,4.28,4.28,4.28
72.19,4.24,0.00,4.24,0.00,-0.00,-0.00,-0.00,4.24,4.24,4.24
72.91,4.20,0.00,4.20,0.00,-0.00,-0.00,-0.00,4.20,4.20,4.20
73.64,4.16,0.00,4.16,0.00,-0.00,-0.00,-0.00,4.16,4.16,4.16
74.38,4.12,0.00,4.12,0.00,-0.00,-0.00,-0.00,4.12,4.12,4.12
75.12,4.08,0.00,4.08,0.00,-0.00,-0.00,-0.00,4.08,4.08,4.08
75.87,4.03,0.00,4.03,0.00,-0.00,-0.00,-0.00,4.03,4.03,4.03
76.63,3.98,0.00,3.98,0.00,-0.00,-0.00,-0.00,3.98,3.98,3.98
77.40,3.94,0.00,3.94,0.00,-0.00,-0.00,-0.00,3.94,3.94,3.94
78.17,3.90,0.00,3.90,0.00,-0.00,-0.00,-0.00,3.90,3.90,3.90
78.95,3.85,0.00,3.85,0.00,-0.00,-0.00,-0.00,3.85,3.85,3.85
79.74,3.81,0.00,3.81,0.00,-0.00,-0.00,-0.00,3.81,3.81,3.81
80.54,3.76,0.00,3.76,0.00,-0.00,-0.00,-0.00,3.76,3.76,3.76
81.35,3.71,0.00,3.71,0.00,-0.00,-0.00,-0.00,3.71,3.71,3.71
82.16,3.67,0.00,3.67,0.00,-0.00,-0.00,-0.00,3.67,3.67,3.67
82.98,3.62,0.00,3.62,0.00,-0.00,-0.00,-0.00,3.62,3.62,3.62
83.81,3.57,0.00,3.57,0.00,-0.00,-0.00,-0.00,3.57,3.57,3.57
84.65,3.53,0.00,3.53,0.00,-0.00,-0.00,-0.00,3.53,3.53,3.53
85.50,3.49,0.00,3.49,0.00,-0.00,-0.00,-0.00,3.49,3.49,3.49
86.35,3.45,0.00,3.45,0.00,-0.00,-0.00,-0.00,3.45,3.45,3.45
87.22,3.40,0.00,3.40,0.00,-0.00,-0.00,-0.00,3.40,3.40,3.40
88.09,3.36,0.00,3.36,0.00,-0.00,-0.00,-0.00,3.36,3.36,3.36
88.97,3.32,0.00,3.32,0.00,-0.00,-0.00,-0.00,3.32,3.32,3.32
89.86,3.27,0.00,3.27,0.00,-0.00,-0.00,-0.00,3.27,3.27,3.27
90.76,3.22,0.00,3.22,0.00,-0.00,-0.00,-0.00,3.22,3.22,3.22
91.66,3.18,0.00,3.18,0.00,-0.00,-0.00,-0.00,3.18,3.18,3.18
92.58,3.13,0.00,3.13,0.00,-0.00,-0.00,-0.00,3.13,3.13,3.13
93.51,3.09,0.00,3.09,0.00,-0.00,-0.00,-0.00,3.09,3.09,3.09
94.44,3.05,0.00,3.05,0.00,-0.00,-0.00,-0.00,3.05,3.05,3.05
95.39,3.03,0.00,3.03,0.00,-0.00,-0.00,-0.00,3.03,3.03,3.03
96.34,3.02,0.00,3.02,0.00,-0.00,-0.00,-0.00,3.02,3.02,3.02
97.30,3.02,0.00,3.02,0.00,-0.00,-0.00,-0.00,3.02,3.02,3.02
98.28,3.02,0.00,3.01,0.00,-0.00,-0.00,-0.00,3.02,3.01,3.02
99.26,3.00,0.00,2.99,0.00,-0.00,-0.00,-0.00,3.00,2.99,3.00
100.25,2.95,0.00,2.95,0.00,-0.00,-0.00,-0.00,2.95,2.95,2.95
101.25,2.88,0.00,2.89,0.00,-0.00,-0.00,-0.00,2.88,2.89,2.88
102.27,2.81,0.00,2.81,0.00,-0.00,-0.00,-0.00,2.81,2.81,2.81
103.29,2.74,0.00,2.74,0.00,-0.00,-0.00,-0.00,2.74,2.74,2.74
104.32,2.68,0.00,2.68,0.00,-0.00,-0.00,-0.00,2.68,2.68,2.68
105.37,2.62,0.00,2.62,0.00,-0.00,-0.00,-0.00,2.62,2.62,2.62
106.42,2.56,0.00,2.56,0.00,-0.00,-0.00,-0.00,2.56,2.56,2.56
107.48,2.51,0.00,2.51,0.00,-0.00,-0.00,-0.00,2.51,2.51,2.51
108.56,2.46,0.00,2.46,0.00,-0.00,-0.00,-0.00,2.46,2.46,2.46
109.64,2.42,0.00,2.42,0.00,-0.00,-0.00,-0.00,2.42,2.42,2.42
110.74,2.39,0.00,2.39,0.00,-0.00,-0.00,-0.00,2.39,2.39,2.39
111.85,2.35,0.00,2.35,0.00,-0.00,-0.00,-0.00,2.35,2.35,2.35
112.97,2.32,0.00,2.32,0.00,-0.00,-0.00,-0.00,2.32,2.32,2.32
114.10,2.28,0.00,2.28,0.00,-0.00,-0.00,-0.00,2.28,2.28,2.28
115.24,2.25,0.00,2.25,0.00,-0.00,-0.00,-0.00,2.25,2.25,2.25
116.39,2.21,0.00,2.21,0.00,-0.00,-0.00,-0.00,2.21,2.21,2.21
117.55,2.18,0.00,2.18,0.00,-0.00,-0.00,-0.00,2.18,2.18,2.18
118.73,2.14,0.00,2.14,0.00,-0.00,-0.00,-0.00,2.14,2.14,2.14
119.92,2.10,0.00,2.10,0.00,-0.00,-0.00,-0.00,2.10,2.10,2.10
121.12,2.07,0.00,2.07,0.00,-0.00,-0.00,-0.00,2.07,2.07,2.07
122.33,2.03,0.00,2.03,0.00,-0.00,-0.00,-0.00,2.03,2.03,2.03
123.55,2.00,0.00,2.00,0.00,-0.00,-0.00,-0.00,2.00,2.00,2.00
124.79,1.96,0.00,1.96,0.00,-0.00,-0.00,-0.00,1.96,1.96,1.96
126.03,1.93,0.00,1.93,0.00,-0.00,-0.00,-0.00,1.93,1.93,1.93
127.29,1.89,0.00,1.89,0.00,-0.00,-0.00,-0.00,1.89,1.89,1.89
128.57,1.86,0.00,1.86,0.00,-0.00,-0.00,-0.00,1.86,1.86,1.86
129.85,1.82,0.00,1.82,0.00,-0.00,-0.00,-0.00,1.82,1.82,1.82
131.15,1.78,0.00,1.77,0.00,-0.00,-0.00,-0.00,1.78,1.77,1.78
132.46,1.73,0.00,1.73,0.00,-0.00,-0.00,-0.00,1.73,1.73,1.73
133.79,1.68,0.00,1.69,0.00,-0.00,-0.00,-0.00,1.68,1.69,1.68
135.12,1.64,0.00,1.64,0.00,-0.00,-0.00,-0.00,1.64,1.64,1.64
136.48,1.60,0.00,1.60,0.00,-0.00,-0.00,-0.00,1.60,1.60,1.60
137.84,1.57,0.00,1.57,0.00,-0.00,-0.00,-0.00,1.57,1.57,1.57
139.22,1.53,0.00,1.53,0.00,-0.00,-0.00,-0.00,1.53,1.53,1.53
140.61,1.50,0.00,1.51,0.00,-0.00,-0.00,-0.00,1.50,1.51,1.50
142.02,1.48,0.00,1.48,0.00,-0.00,-0.00,-0.00,1.48,1.48,1.48
143.44,1.45,0.00,1.45,0.00,-0.00,-0.00,-0.00,1.45,1.45,1.45
144.87,1.42,0.00,1.42,0.00,-0.00,-0.00,-0.00,1.42,1.42,1.42
146.32,1.38,0.00,1.38,0.00,-0.00,-0.00,-0.00,1.38,1.38,1.38
147.78,1.35,0.00,1.35,0.00,-0.00,-0.00,-0.00,1.35,1.35,1.35
149.26,1.31,0.00,1.31,0.00,-0.00,-0.00,-0.00,1.31,1.31,1.31
150.75,1.27,0.00,1.27,0.00,-0.00,-0.00,-0.00,1.27,1.27,1.27
152.26,1.24,0.00,1.24,0.00,-0.00,-0.00,-0.00,1.24,1.24,1.24
153.78,1.20,0.00,1.20,0.00,-0.00,-0.00,-0.00,1.20,1.20,1.20
155.32,1.17,0.00,1.17,0.00,-0.00,-0.00,-0.00,1.17,1.17,1.17
156.88,1.13,0.00,1.13,0.00,-0.00,-0.00,-0.00,1.13,1.13,1.13
158.44,1.09,0.00,1.09,0.00,-0.00,-0.00,-0.00,1.09,1.09,1.09
160.03,1.06,0.00,1.06,0.00,-0.00,-0.00,-0.00,1.06,1.06,1.06
161.63,1.03,0.00,1.03,0.00,-0.00,-0.00,-0.00,1.03,1.03,1.03
163.24,1.00,0.00,1.00,0.00,-0.00,-0.00,-0.00,1.00,1.00,1.00
164.88,0.97,0.00,0.97,0.00,-0.00,-0.00,-0.00,0.97,0.97,0.97
166.53,0.93,0.00,0.93,0.00,-0.00,-0.00,-0.00,0.93,0.93,0.93
168.19,0.90,0.00,0.89,0.00,-0.00,-0.00,-0.00,0.90,0.89,0.90
169.87,0.85,0.00,0.85,0.00,-0.00,-0.00,-0.00,0.85,0.85,0.85
171.57,0.80,0.00,0.80,0.00,-0.00,-0.00,-0.00,0.80,0.80,0.80
173.29,0.76,0.00,0.76,0.00,-0.00,-0.00,-0.00,0.76,0.76,0.76
175.02,0.72,0.00,0.72,0.00,-0.00,-0.00,-0.00,0.72,0.72,0.72
176.77,0.69,0.00,0.69,0.00,-0.00,-0.00,-0.00,0.69,0.69,0.69
178.54,0.67,0.00,0.67,0.00,-0.00,-0.00,-0.00,0.67,0.67,0.67
180.32,0.65,0.00,0.65,0.00,-0.00,-0.00,-0.00,0.65,0.65,0.65
182.13,0.64,0.00,0.64,0.00,-0.00,-0.00,-0.00,0.64,0.64,0.64
183.95,0.64,0.00,0.64,0.00,-0.00,-0.00,-0.00,0.64,0.64,0.64
185.79,0.64,0.00,0.64,0.00,-0.00,-0.00,-0.00,0.64,0.64,0.64
187.65,0.63,0.00,0.63,0.00,-0.00,-0.00,-0.00,0.63,0.63,0.63
189.52,0.63,0.00,0.62,0.00,-0.00,-0.00,-0.00,0.63,0.62,0.63
191.42,0.61,0.00,0.61,0.00,-0.00,-0.00,-0.00,0.61,0.61,0.61
193.33,0.59,0.00,0.58,0.00,-0.00,-0.00,-0.00,0.59,0.58,0.59
195.27,0.55,0.00,0.55,0.00,-0.00,-0.00,-0.00,0.55,0.55,0.55
197.22,0.51,0.00,0.51,0.00,-0.00,-0.00,-0.00,0.51,0.51,0.51
199.19,0.48,0.00,0.48,0.00,-0.00,-0.00,-0.00,0.48,0.48,0.48
201.18,0.46,0.00,0.46,0.00,-0.00,-0.00,-0.00,0.46,0.46,0.46
203.19,0.45,0.00,0.46,0.00,-0.00,-0.00,-0.00,0.45,0.46,0.45
205.23,0.46,0.00,0.46,0.00,-0.00,-0.00,-0.00,0.46,0.46,0.46
207.28,0.46,0.00,0.46,0.00,-0.00,-0.00,-0.00,0.46,0.46,0.46
209.35,0.46,0.00,0.46,0.00,-0.00,-0.00,-0.00,0.46,0.46,0.46
211.44,0.44,0.00,0.44,0.00,-0.00,-0.00,-0.00,0.44,0.44,0.44
213.56,0.43,0.00,0.43,0.00,-0.00,-0.00,-0.00,0.43,0.43,0.43
215.69,0.40,0.00,0.40,0.00,-0.00,-0.00,-0.00,0.40,0.40,0.40
217.85,0.38,0.00,0.38,0.00,-0.00,-0.00,-0.00,0.38,0.38,0.38
220.03,0.35,0.00,0.35,0.00,-0.00,-0.00,-0.00,0.35,0.35,0.35
222.23,0.32,0.00,0.32,0.00,-0.00,-0.00,-0.00,0.32,0.32,0.32
224.45,0.30,0.00,0.30,0.00,-0.00,-0.00,-0.00,0.30,0.30,0.30
226.70,0.28,0.00,0.28,0.00,-0.00,-0.00,-0.00,0.28,0.28,0.28
228.96,0.25,0.00,0.25,0.00,-0.00,-0.00,-0.00,0.25,0.25,0.25
231.25,0.23,0.00,0.23,0.00,-0.00,-0.00,-0.00,0.23,0.23,0.23
233.57,0.21,0.00,0.21,0.00,-0.00,-0.00,-0.00,0.21,0.21,0.21
235.90,0.19,0.00,0.19,0.00,-0.00,-0.00,-0.00,0.19,0.19,0.19
238.26,0.17,0.00,0.17,0.00,-0.00,-0.00,-0.00,0.17,0.17,0.17
240.64,0.15,0.00,0.15,0.00,-0.00,-0.00,-0.00,0.15,0.15,0.15
243.05,0.13,0.00,0.13,0.00,-0.00,-0.00,-0.00,0.13,0.13,0.13
245.48,0.11,0.00,0.11,0.00,-0.00,-0.00,-0.00,0.11,0.11,0.11
247.93,0.09,0.00,0.09,0.00,-0.00,-0.00,-0.00,0.09,0.09,0.09
250.41,0.06,0.00,0.06,0.00,-0.00,-0.00,-0.00,0.06,0.06,0.06
252.92,0.04,0.00,0.04,0.00,-0.00,-0.00,-0.00,0.04,0.04,0.04
255.45,0.02,0.00,0.02,0.00,-0.00,-0.00,-0.00,0.02,0.02,0.02
258.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00
260.58,-0.03,0.00,-0.03,0.00,-0.00,-0.00,-0.00,-0.03,-0.03,-0.03
263.19,-0.05,0.00,-0.04,0.00,-0.00,-0.00,-0.00,-0.05,-0.04,-0.05
265.82,-0.06,0.00,-0.06,0.00,-0.00,-0.00,-0.00,-0.06,-0.06,-0.06
268.48,-0.08,0.00,-0.08,0.00,-0.00,-0.00,-0.00,-0.08,-0.08,-0.08
271.16,-0.10,0.00,-0.10,0.00,-0.00,-0.00,-0.00,-0.10,-0.10,-0.10
273.87,-0.12,0.00,-0.12,0.00,-0.00,-0.00,-0.00,-0.12,-0.12,-0.12
276.61,-0.14,0.00,-0.14,0.00,-0.00,-0.00,-0.00,-0.14,-0.14,-0.14
279.38,-0.16,0.00,-0.16,0.00,-0.00,-0.00,-0.00,-0.16,-0.16,-0.16
282.17,-0.18,0.00,-0.18,0.00,-0.00,-0.00,-0.00,-0.18,-0.18,-0.18
284.99,-0.20,0.00,-0.20,0.00,-0.00,-0.00,-0.00,-0.20,-0.20,-0.20
287.84,-0.22,0.00,-0.22,0.00,-0.00,-0.00,-0.00,-0.22,-0.22,-0.22
290.72,-0.24,0.00,-0.24,0.00,-0.00,-0.00,-0.00,-0.24,-0.24,-0.24
293.63,-0.27,0.00,-0.27,0.00,-0.00,-0.00,-0.00,-0.27,-0.27,-0.27
296.57,-0.29,0.00,-0.29,0.00,-0.00,-0.00,-0.00,-0.29,-0.29,-0.29
299.53,-0.32,0.00,-0.32,0.00,-0.00,-0.00,-0.00,-0.32,-0.32,-0.32
302.53,-0.35,0.00,-0.35,0.00,-0.00,-0.00,-0.00,-0.35,-0.35,-0.35
305.55,-0.39,0.00,-0.39,0.00,-0.00,-0.00,-0.00,-0.39,-0.39,-0.39
308.61,-0.42,0.00,-0.42,0.00,-0.00,-0.00,-0.00,-0.42,-0.42,-0.42
311.69,-0.46,0.00,-0.46,0.00,-0.00,-0.00,-0.00,-0.46,-0.46,-0.46
314.81,-0.50,0.00,-0.50,0.00,-0.00,-0.00,-0.00,-0.50,-0.50,-0.50
317.96,-0.55,0.00,-0.55,0.00,-0.00,-0.00,-0.00,-0.55,-0.55,-0.55
321.14,-0.60,0.00,-0.60,0.00,-0.00,-0.00,-0.00,-0.60,-0.60,-0.60
324.35,-0.65,0.00,-0.65,0.00,-0.00,-0.00,-0.00,-0.65,-0.65,-0.65
327.59,-0.69,0.00,-0.69,0.00,-0.00,-0.00,-0.00,-0.69,-0.69,-0.69
330.87,-0.74,0.00,-0.74,0.00,-0.00,-0.00,-0.00,-0.74,-0.74,-0.74
334.18,-0.78,0.00,-0.78,0.00,-0.00,-0.00,-0.00,-0.78,-0.78,-0.78
337.52,-0.82,0.00,-0.82,0.00,-0.00,-0.00,-0.00,-0.82,-0.82,-0.82
340.90,-0.85,0.00,-0.85,0.00,-0.00,-0.00,-0.00,-0.85,-0.85,-0.85
344.30,-0.88,0.00,-0.88,0.00,-0.00,-0.00,-0.00,-0.88,-0.88,-0.88
347.75,-0.90,0.00,-0.90,0.00,-0.00,-0.00,-0.00,-0.90,-0.90,-0.90
351.23,-0.91,0.00,-0.91,0.00,-0.00,-0.00,-0.00,-0.91,-0.91,-0.91
354.74,-0.92,0.00,-0.92,0.00,-0.00,-0.00,-0.00,-0.92,-0.92,-0.92
358.28,-0.92,0.00,-0.92,0.00,-0.00,-0.00,-0.00,-0.92,-0.92,-0.92
