frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
51.99,8.15,0.00,8.15,0.00,-0.00,-0.00,-0.00,8.15,8.15,8.15
52.51,8.13,0.00,8.13,0.00,-0.00,-0.00,-0.00,8.13,8.13,8.13
53.03,8.11,0.00,8.11,0.00,-0.00,-0.00,-0.00,8.11,8.11,8.11
53.56,8.08,0.00,8.09,0.00,-0.00,-0.00,-0.00,8.08,8.09,8.08
54.10,8.07,0.00,8.07,0.00,-0.00,-0.00,-0.00,8.07,8.07,8.07
54.64,8.05,0.00,8.05,0.00,-0.00,-0.00,-0.00,8.05,8.05,8.05
55.18,8.04,0.00,8.04,0.00,-0.00,-0.00,-0.00,8.04,8.04,8.04
55.74,8.02,0.00,8.02,0.00,-0.00,-0.00,-0.00,8.02,8.02,8.02
56.29,8.00,0.00,8.00,0.00,-0.00,-0.00,-0.00,8.00,8.00,8.00
56.86,7.97,0.00,7.97,0.00,-0.00,-0.00,-0.00,7.97,7.97,7.97
57.42,7.95,0.00,7.95,0.00,-0.00,-0.00,-0.00,7.95,7.95,7.95
58.00,7.92,0.00,7.92,0.00,-0.00,-0.00,-0.00,7.92,7.92,7.92
58.58,7.90,0.00,7.90,0.00,-0.00,-0.00,-0.00,7.90,7.90,7.90
59.16,7.87,0.00,7.87,0.00,-0.00,-0.00,-0.00,7.87,7.87,7.87
59.76,7.85,0.00,7.85,0.00,-0.00,-0.00,-0.00,7.85,7.85,7.85
60.35,7.83,0.00,7.83,0.00,-0.00,-0.00,-0.00,7.83,7.83,7.83
60.96,7.80,0.00,7.80,0.00,-0.00,-0.00,-0.00,7.80,7.80,7.80
61.57,7.78,0.00,7.78,0.00,-0.00,-0.00,-0.00,7.78,7.78,7.78
62.18,7.76,0.00,7.76,0.00,-0.00,-0.00,-0.00,7.76,7.76,7.76
62.80,7.73,0.00,7.73,0.00,-0.00,-0.00,-0.00,7.73,7.73,7.73
63.43,7.71,0.00,7.71,0.00,-0.00,-0.00,-0.00,7.71,7.71,7.71
64.07,7.69,0.00,7.69,0.00,-0.00,-0.00,-0.00,7.69,7.69,7.69
64.71,7.66,0.00,7.66,0.00,-0.00,-0.00,-0.00,7.66,7.66,7.66
65.35,7.64,0.00,7.64,0.00,-0.00,-0.00,-0.00,7.64,7.64,7.64
66.01,7.61,0.00,7.61,0.00,-0.00,-0.00,-0.00,7.61,7.61,7.61
66.67,7.58,0.00,7.58,0.00,-0.00,-0.00,-0.00,7.58,7.58,7.58
67.33,7.55,0.00,7.55,0.00,-0.00,-0.00,-0.00,7.55,7.55,7.55
68.01,7.52,0.00,7.52,0.00,-0.00,-0.00,-0.00,7.52,7.52,7.52
68.69,7.49,0.00,7.49,0.00,-0.00,-0.00,-0.00,7.49,7.49,7.49
69.37,7.47,0.00,7.47,0.00,-0.00,-0.00,-0.00,7.47,7.47,7.47
70.07,7.44,0.00,7.43,0.00,-0.00,-0.00,-0.00,7.44,7.43,7.44
70.77,7.40,0.00,7.40,0.00,-0.00,-0.00,-0.00,7.40,7.40,7.40
71.48,7.37,0.00,7.37,0.00,-0.00,-0.00,-0.00,7.37,7.37,7.37
72.19,7.34,0.00,7.34,0.00,-0.00,-0.00,-0.00,7.34,7.34,7.34
72.91,7.31,0.00,7.31,0.00,-0.00,-0.00,-0.00,7.31,7.31,7.31
73.64,7.27,0.00,7.27,0.00,-0.00,-0.00,-0.00,7.27,7.27,7.27
74.38,7.24,0.00,7.25,0.00,-0.00,-0.00,-0.00,7.24,7.25,7.24
75.12,7.22,0.00,7.22,0.00,-0.00,-0.00,-0.00,7.22,7.22,7.22
75.87,7.19,0.00,7.19,0.00,-0.00,-0.00,-0.00,7.19,7.19,7.19
76.63,7.15,0.00,7.15,0.00,-0.00,-0.00,-0.00,7.15,7.15,7.15
77.40,7.12,0.00,7.12,0.00,-0.00,-0.00,-0.00,7.12,7.12,7.12
78.17,7.08,0.00,7.08,0.00,-0.00,-0.00,-0.00,7.08,7.08,7.08
78.95,7.05,0.00,7.05,0.00,-0.00,-0.00,-0.00,7.05,7.05,7.05
79.74,7.01,0.00,7.01,0.00,-0.00,-0.00,-0.00,7.01,7.01,7.01
80.54,6.98,0.00,6.98,0.00,-0.00,-0.00,-0.00,6.98,6.98,6.98
81.35,6.94,0.00,6.94,0.00,-0.00,-0.00,-0.00,6.94,6.94,6.94
82.16,6.91,0.00,6.91,0.00,-0.00,-0.00,-0.00,6.91,6.91,6.91
82.98,6.88,0.00,6.88,0.00,-0.00,-0.00,-0.00,6.88,6.88,6.88
83.81,6.84,0.00,6.84,0.00,-0.00,-0.00,-0.00,6.84,6.84,6.84
84.65,6.81,0.00,6.81,0.00,-0.00,-0.00,-0.00,6.81,6.81,6.81
85.50,6.78,0.00,6.78,0.00,-0.00,-0.00,-0.00,6.78,6.78,6.78
86.35,6.75,0.00,6.75,0.00,-0.00,-0.00,-0.00,6.75,6.75,6.75
87.22,6.72,0.00,6.72,0.00,-0.00,-0.00,-0.00,6.72,6.72,6.72
88.09,6.68,0.00,6.68,0.00,-0.00,-0.00,-0.00,6.68,6.68,6.68
88.97,6.65,0.00,6.65,0.00,-0.00,-0.00,-0.00,6.65,6.65,6.65
89.86,6.62,0.00,6.62,0.00,-0.00,-0.00,-0.00,6.62,6.62,6.62
90.76,6.59,0.00,6.58,0.00,-0.00,-0.00,-0.00,6.59,6.58,6.59
91.66,6.54,0.00,6.54,0.00,-0.00,-0.00,-0.00,6.54,6.54,6.54
92.58,6.48,0.00,6.49,0.00,-0.00,-0.00,-0.00,6.48,6.49,6.48
93.51,6.44,0.00,6.44,0.00,-0.00,-0.00,-0.00,6.44,6.44,6.44
94.44,6.40,0.00,6.40,0.00,-0.00,-0.00,-0.00,6.40,6.40,6.40
95.39,6.36,0.00,6.35,0.00,-0.00,-0.00,-0.00,6.36,6.35,6.36
96.34,6.31,0.00,6.31,0.00,-0.00,-0.00,-0.00,6.31,6.31,6.31
97.30,6.26,0.00,6.27,0.00,-0.00,-0.00,-0.00,6.26,6.27,6.26
98.28,6.22,0.00,6.22,0.00,-0.00,-0.00,-0.00,6.22,6.22,6.22
99.26,6.19,0.00,6.19,0.00,-0.00,-0.00,-0.00,6.19,6.19,6.19
100.25,6.15,0.00,6.15,0.00,-0.00,-0.00,-0.00,6.15,6.15,6.15
101.25,6.11,0.00,6.10,0.00,-0.00,-0.00,-0.00,6.11,6.10,6.11
102.27,6.05,0.00,6.05,0.00,-0.00,-0.00,-0.00,6.05,6.05,6.05
103.29,6.00,0.00,6.00,0.00,-0.00,-0.00,-0.00,6.00,6.00,6.00
104.32,5.96,0.00,5.96,0.00,-0.00,-0.00,-0.00,5.96,5.96,5.96
105.37,5.92,0.00,5.92,0.00,-0.00,-0.00,-0.00,5.92,5.92,5.92
106.42,5.88,0.00,5.87,0.00,-0.00,-0.00,-0.00,5.88,5.87,5.88
107.48,5.83,0.00,5.82,0.00,-0.00,-0.00,-0.00,5.83,5.82,5.83
108.56,5.77,0.00,5.77,0.00,-0.00,-0.00,-0.00,5.77,5.77,5.77
109.64,5.72,0.00,5.73,0.00,-0.00,-0.00,-0.00,5.72,5.73,5.72
110.74,5.68,0.00,5.68,0.00,-0.00,-0.00,-0.00,5.68,5.68,5.68
111.85,5.65,0.00,5.64,0.00,-0.00,-0.00,-0.00,5.65,5.64,5.65
112.97,5.60,0.00,5.59,0.00,-0.00,-0.00,-0.00,5.60,5.59,5.60
114.10,5.54,0.00,5.54,0.00,-0.00,-0.00,-0.00,5.54,5.54,5.54
115.24,5.47,0.00,5.47,0.00,-0.00,-0.00,-0.00,5.47,5.47,5.47
116.39,5.42,0.00,5.42,0.00,-0.00,-0.00,-0.00,5.42,5.42,5.42
117.55,5.37,0.00,5.38,0.00,-0.00,-0.00,-0.00,5.37,5.38,5.37
118.73,5.35,0.00,5.35,0.00,-0.00,-0.00,-0.00,5.35,5.35,5.35
119.92,5.32,0.00,5.32,0.00,-0.00,-0.00,-0.00,5.32,5.32,5.32
121.12,5.29,0.00,5.29,0.00,-0.00,-0.00,-0.00,5.29,5.29,5.29
122.33,5.24,0.00,5.24,0.00,-0.00,-0.00,-0.00,5.24,5.24,5.24
123.55,5.17,0.00,5.17,0.00,-0.00,-0.00,-0.00,5.17,5.17,5.17
124.79,5.10,0.00,5.10,0.00,-0.00,-0.00,-0.00,5.10,5.10,5.10
126.03,5.02,0.00,5.02,0.00,-0.00,-0.00,-0.00,5.02,5.02,5.02
127.29,4.95,0.00,4.95,0.00,-0.00,-0.00,-0.00,4.95,4.95,4.95
128.57,4.89,0.00,4.89,0.00,-0.00,-0.00,-0.00,4.89,4.89,4.89
129.85,4.84,0.00,4.83,0.00,-0.00,-0.00,-0.00,4.84,4.83,4.84
131.15,4.78,0.00,4.79,0.00,-0.00,-0.00,-0.00,4.78,4.79,4.78
132.46,4.74,0.00,4.74,0.00,-0.00,-0.00,-0.00,4.74,4.74,4.74
133.79,4.70,0.00,4.70,0.00,-0.00,-0.00,-0.00,4.70,4.70,4.70
135.12,4.66,0.00,4.66,0.00,-0.00,-0.00,-0.00,4.66,4.66,4.66
136.48,4.62,0.00,4.62,0.00,-0.00,-0.00,-0.00,4.62,4.62,4.62
137.84,4.58,0.00,4.58,0.00,-0.00,-0.00,-0.00,4.58,4.58,4.58
139.22,4.53,0.00,4.53,0.00,-0.00,-0.00,-0.00,4.53,4.53,4.53
140.61,4.48,0.00,4.48,0.00,-0.00,-0.00,-0.00,4.48,4.48,4.48
142.02,4.42,0.00,4.42,0.00,-0.00,-0.00,-0.00,4.42,4.42,4.42
143.44,4.37,0.00,4.37,0.00,-0.00,-0.00,-0.00,4.37,4.37,4.37
144.87,4.31,0.00,4.31,0.00,-0.00,-0.00,-0.00,4.31,4.31,4.31
146.32,4.25,0.00,4.25,0.00,-0.00,-0.00,-0.00,4.25,4.25,4.25
147.78,4.19,0.00,4.19,0.00,-0.00,-0.00,-0.00,4.19,4.19,4.19
149.26,4.13,0.00,4.13,0.00,-0.00,-0.00,-0.00,4.13,4.13,4.13
150.75,4.09,0.00,4.09,0.00,-0.00,-0.00,-0.00,4.09,4.09,4.09
152.26,4.04,0.00,4.05,0.00,-0.00,-0.00,-0.00,4.04,4.05,4.04
153.78,4.01,0.00,4.01,0.00,-0.00,-0.00,-0.00,4.01,4.01,4.01
155.32,3.98,0.00,3.98,0.00,-0.00,-0.00,-0.00,3.98,3.98,3.98
156.88,3.94,0.00,3.94,0.00,-0.00,-0.00,-0.00,3.94,3.94,3.94
158.44,3.89,0.00,3.89,0.00,-0.00,-0.00,-0.00,3.89,3.89,3.89
160.03,3.82,0.00,3.82,0.00,-0.00,-0.00,-0.00,3.82,3.82,3.82
161.63,3.72,0.00,3.72,0.00,-0.00,-0.00,-0.00,3.72,3.72,3.72
163.24,3.61,0.00,3.61,0.00,-0.00,-0.00,-0.00,3.61,3.61,3.61
164.88,3.49,0.00,3.50,0.00,-0.00,-0.00,-0.00,3.49,3.50,3.49
166.53,3.40,0.00,3.41,0.00,-0.00,-0.00,-0.00,3.40,3.41,3.40
168.19,3.34,0.00,3.35,0.00,-0.00,-0.00,-0.00,3.34,3.35,3.34
169.87,3.31,0.00,3.31,0.00,-0.00,-0.00,-0.00,3.31,3.31,3.31
171.57,3.28,0.00,3.28,0.00,-0.00,-0.00,-0.00,3.28,3.28,3.28
173.29,3.23,0.00,3.22,0.00,-0.00,-0.00,-0.00,3.23,3.22,3.23
175.02,3.16,0.00,3.15,0.00,-0.00,-0.00,-0.00,3.16,3.15,3.16
176.77,3.07,0.00,3.08,0.00,-0.00,-0.00,-0.00,3.07,3.08,3.07
178.54,3.02,0.00,3.02,0.00,-0.00,-0.00,-0.00,3.02,3.02,3.02
180.32,2.99,0.00,3.00,0.00,-0.00,-0.00,-0.00,2.99,3.00,2.99
182.13,3.01,0.00,3.00,0.00,-0.00,-0.00,-0.00,3.01,3.00,3.01
183.95,3.01,0.00,3.01,0.00,-0.00,-0.00,-0.00,3.01,3.01,3.01
185.79,3.01,0.00,3.01,0.00,-0.00,-0.00,-0.00,3.01,3.01,3.01
187.65,2.99,0.00,2.99,0.00,-0.00,-0.00,-0.00,2.99,2.99,2.99
189.52,2.97,0.00,2.97,0.00,-0.00,-0.00,-0.00,2.97,2.97,2.97
191.42,2.94,0.00,2.94,0.00,-0.00,-0.00,-0.00,2.94,2.94,2.94
193.33,2.91,0.00,2.91,0.00,-0.00,-0.00,-0.00,2.91,2.91,2.91
195.27,2.87,0.00,2.87,0.00,-0.00,-0.00,-0.00,2.87,2.87,2.87
197.22,2.82,0.00,2.82,0.00,-0.00,-0.00,-0.00,2.82,2.82,2.82
199.19,2.76,0.00,2.76,0.00,-0.00,-0.00,-0.00,2.76,2.76,2.76
201.18,2.69,0.00,2.69,0.00,-0.00,-0.00,-0.00,2.69,2.69,2.69
203.19,2.63,0.00,2.63,0.00,-0.00,-0.00,-0.00,2.63,2.63,2.63
205.23,2.57,0.00,2.57,0.00,-0.00,-0.00,-0.00,2.57,2.57,2.57
207.28,2.50,0.00,2.50,0.00,-0.00,-0.00,-0.00,2.50,2.50,2.50
209.35,2.44,0.00,2.44,0.00,-0.00,-0.00,-0.00,2.44,2.44,2.44
211.44,2.37,0.00,2.37,0.00,-0.00,-0.00,-0.00,2.37,2.37,2.37
213.56,2.31,0.00,2.31,0.00,-0.00,-0.00,-0.00,2.31,2.31,2.31
215.69,2.25,0.00,2.25,0.00,-0.00,-0.00,-0.00,2.25,2.25,2.25
217.85,2.19,0.00,2.19,0.00,-0.00,-0.00,-0.00,2.19,2.19,2.19
220.03,2.13,0.00,2.13,0.00,-0.00,-0.00,-0.00,2.13,2.13,2.13
222.23,2.06,0.00,2.06,0.00,-0.00,-0.00,-0.00,2.06,2.06,2.06
224.45,2.00,0.00,2.00,0.00,-0.00,-0.00,-0.00,2.00,2.00,2.00
226.70,1.94,0.00,1.94,0.00,-0.00,-0.00,-0.00,1.94,1.94,1.94
228.96,1.88,0.00,1.88,0.00,-0.00,-0.00,-0.00,1.88,1.88,1.88
231.25,1.82,0.00,1.82,0.00,-0.00,-0.00,-0.00,1.82,1.82,1.82
233.57,1.75,0.00,1.75,0.00,-0.00,-0.00,-0.00,1.75,1.75,1.75
235.90,1.69,0.00,1.69,0.00,-0.00,-0.00,-0.00,1.69,1.69,1.69
238.26,1.63,0.00,1.63,0.00,-0.00,-0.00,-0.00,1.63,1.63,1.63
240.64,1.57,0.00,1.57,0.00,-0.00,-0.00,-0.00,1.57,1.57,1.57
243.05,1.51,0.00,1.51,0.00,-0.00,-0.00,-0.00,1.51,1.51,1.51
245.48,1.44,0.00,1.44,0.00,-0.00,-0.00,-0.00,1.44,1.44,1.44
247.93,1.38,0.00,1.38,0.00,-0.00,-0.00,-0.00,1.38,1.38,1.38
250.41,1.32,0.00,1.32,0.00,-0.00,-0.00,-0.00,1.32,1.32,1.32
252.92,1.26,0.00,1.26,0.00,-0.00,-0.00,-0.00,1.26,1.26,1.26
255.45,1.20,0.00,1.20,0.00,-0.00,-0.00,-0.00,1.20,1.20,1.20
258.00,1.14,0.00,1.14,0.00,-0.00,-0.00,-0.00,1.14,1.14,1.14
260.58,1.08,0.00,1.08,0.00,-0.00,-0.00,-0.00,1.08,1.08,1.08
263.19,1.02,0.00,1.02,0.00,-0.00,-0.00,-0.00,1.02,1.02,1.02
265.82,0.96,0.00,0.96,0.00,-0.00,-0.00,-0.00,0.96,0.96,0.96
268.48,0.91,0.00,0.91,0.00,-0.00,-0.00,-0.00,0.91,0.91,0.91
271.16,0.85,0.00,0.85,0.00,-0.00,-0.00,-0.00,0.85,0.85,0.85
273.87,0.79,0.00,0.79,0.00,-0.00,-0.00,-0.00,0.79,0.79,0.79
276.61,0.73,0.00,0.73,0.00,-0.00,-0.00,-0.00,0.73,0.73,0.73
279.38,0.68,0.00,0.68,0.00,-0.00,-0.00,-0.00,0.68,0.68,0.68
282.17,0.62,0.00,0.62,0.00,-0.00,-0.00,-0.00,0.62,0.62,0.62
284.99,0.56,0.00,0.56,0.00,-0.00,-0.00,-0.00,0.56,0.56,0.56
287.84,0.51,0.00,0.51,0.00,-0.00,-0.00,-0.00,0.51,0.51,0.51
290.72,0.45,0.00,0.45,0.00,-0.00,-0.00,-0.00,0.45,0.45,0.45
293.63,0.39,0.00,0.39,0.00,-0.00,-0.00,-0.00,0.39,0.39,0.39
296.57,0.34,0.00,0.34,0.00,-0.00,-0.00,-0.00,0.34,0.34,0.34
299.53,0.28,0.00,0.28,0.00,-0.00,-0.00,-0.00,0.28,0.28,0.28
302.53,0.23,0.00,0.23,0.00,-0.00,-0.00,-0.00,0.23,0.23,0.23
305.55,0.17,0.00,0.17,0.00,-0.00,-0.00,-0.00,0.17,0.17,0.17
308.61,0.11,0.00,0.11,0.00,-0.00,-0.00,-0.00,0.11,0.11,0.11
311.69,0.06,0.00,0.06,0.00,-0.00,-0.00,-0.00,0.06,0.06,0.06
314.81,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00
317.96,-0.05,0.00,-0.05,0.00,-0.00,-0.00,-0.00,-0.05,-0.05,-0.05
321.14,-0.11,0.00,-0.11,0.00,-0.00,-0.00,-0.00,-0.11,-0.11,-0.11
324.35,-0.16,0.00,-0.16,0.00,-0.00,-0.00,-0.00,-0.16,-0.16,-0.16
327.59,-0.22,0.00,-0.22,0.00,-0.00,-0.00,-0.00,-0.22,-0.22,-0.22
330.87,-0.27,0.00,-0.27,0.00,-0.00,-0.00,-0.00,-0.27,-0.27,-0.27
334.18,-0.32,0.00,-0.32,0.00,-0.00,-0.00,-0.00,-0.32,-0.32,-0.32
337.52,-0.37,0.00,-0.37,0.00,-0.00,-0.00,-0.00,-0.37,-0.37,-0.37
340.90,-0.43,0.00,-0.43,0.00,-0.00,-0.00,-0.00,-0.43,-0.43,-0.43
344.30,-0.48,0.00,-0.48,0.00,-0.00,-0.00,-0.00,-0.48,-0.48,-0.48
347.75,-0.53,0.00,-0.53,0.00,-0.00,-0.00,-0.00,-0.53,-0.53,-0.53
351.23,-0.58,0.00,-0.58,0.00,-0.00,-0.00,-0.00,-0.58,-0.58,-0.58
354.74,-0.63,0.00,-0.63,0.00,-0.00,-0.00,-0.00,-0.63,-0.63,-0.63
358.28,-0.68,0.00,-0.68,0.00,-0.00,-0.00,-0.00,-0.68,-0.68,-0.68
361.87,-0.73,0.00,-0.73,0.00,-0.00,-0.00,-0.00,-0.73,-0.73,-0.73
365.49,-0.78,0.00,-0.78,0.00,-0.00,-0.00,-0.00,-0.78,-0.78,-0.78
